month,ratio_quantity.desogestrel
1280620800,0.7574095848785003
1283299200,0.7574037875046282
1285891200,0.7600820441420839
1288569600,0.7566223551548166
1291161600,0.7516337049787482
1293840000,0.7601100999570051
1296518400,0.7578628525309925
1298937600,0.7571931734558828
1301616000,0.7540527708863931
1304208000,0.753277175349944
1306886400,0.7532019010778686
1309478400,0.7556404225754348
1312156800,0.7545168793461434
1314835200,0.7514815668057575
1317427200,0.7513285982537197
1320105600,0.7469296504018146
1322697600,0.7499976090430219
1325376000,0.7488056229329431
1328054400,0.7478502518561851
1330560000,0.7467208436613215
1333238400,0.7495723305958543
1335830400,0.7456439641158639
1338508800,0.7455580993600439
1341100800,0.7475368650778061
1343779200,0.7465456079907333
1346457600,0.7432376571968861
1349049600,0.7397125619793434
1351728000,0.7414473978851857
1354320000,0.739017841330959
1356998400,0.7350906655085117
1359676800,0.7329670152921753
1362096000,0.7281335324022801
1364774400,0.7249283733690254
1367366400,0.734001203398653
1370044800,0.7358707646167955
1372636800,0.7415120171269305
1375315200,0.7492024400051251
1377993600,0.7509658907068208
1380585600,0.7538117260614731
1383264000,0.7590524739356336
1385856000,0.761369174161897
1388534400,0.7593309021858574
1391212800,0.7367078845193235
1393632000,0.7371073354316948
1396310400,0.7340930286074171
1398902400,0.7254984850518268
1401580800,0.7186328809053164
1404172800,0.7107430283125398
1406851200,0.7002106317874722
1409529600,0.6941005591374652
1412121600,0.6869009306679993
1414800000,0.6855568602920006
1417392000,0.6781278390981462
1420070400,0.6741239070049024
1422748800,0.6648832194600746
1425168000,0.6601885827596243
1427846400,0.6582210374623525
1430438400,0.6515532357059951
1433116800,0.6475417144575638
1435708800,0.6400125254255193
1438387200,0.634222008842211
1441065600,0.6320358617811637
1443657600,0.6274023450017238
1446336000,0.6213357490886696
1448928000,0.6176505647621233
1451606400,0.6101416429372759
1454284800,0.6036846741379782
1456790400,0.5963800304630439
1459468800,0.5958969631724216
1462060800,0.580569704675445
1464739200,0.5534560854985094
1467331200,0.5414948117050955
1470009600,0.5409780036158252
1472688000,0.5372090096285193
1475280000,0.5338655381795363
1477958400,0.53064231713115
1480550400,0.5234718316134388
1483228800,0.5144747040024625
1485907200,0.5164385287370341
1488326400,0.5068907674018771
1491004800,0.49799859038583444
1493596800,0.4977395178909953
1496275200,0.481574594448445
1498867200,0.4790231400454959
1501545600,0.47434058587188327
1504224000,0.46236995419529425
1506816000,0.46035750576097845
1509494400,0.4530375250133598
1512086400,0.4488461568852623
1514764800,0.43679967360615657
1517443200,0.4299673416262298
1519862400,0.4307790622856515
1522540800,0.4239356295591461
1525132800,0.41707261314969496
1527811200,0.4089868132591911
1530403200,0.40212835005253184
1533081600,0.39576342469776077
1535760000,0.38809543774348615
1538352000,0.38342381878560744
1541030400,0.3803102543650221
1543622400,0.3748315075014176
1546300800,0.3731237245947909
1548979200,0.36845825606902777
1551398400,0.362911909068668
1554076800,0.3545105328331533
1556668800,0.34738946326329306
1559347200,0.34335526455841425
1561939200,0.3382255328415348
1564617600,0.3298654211877714
1567296000,0.3248294762930258
1569888000,0.32282860534033136
1572566400,0.3187079710057098
