month,ratio_quantity.practice_data_desogestrel
1280620800,0.7526490311585343
1283299200,0.753058033661363
1285891200,0.7552085243736932
1288569600,0.7512898017650558
1291161600,0.7491776681335289
1293840000,0.7563965119910858
1296518400,0.7525024335592411
1298937600,0.7517462775653745
1301616000,0.7501352862657383
1304208000,0.7491487040465485
1306886400,0.7482250050938044
1309478400,0.7502687407126372
1312156800,0.7494735684203909
1314835200,0.7465359419132543
1317427200,0.7447935710861386
1320105600,0.7427978259348247
1322697600,0.7453376766451879
1325376000,0.7432506214169744
1328054400,0.7430225789651053
1330560000,0.7403181263513947
1333238400,0.742691977189282
1335830400,0.7396990289268923
1338508800,0.7411016077359434
1341100800,0.7403495281841667
1343779200,0.7392951432814476
1346457600,0.7353808603681481
1349049600,0.7320705801433824
1351728000,0.7350808213193535
1354320000,0.731431949380761
1356998400,0.7263888116726278
1359676800,0.7178033256311753
1362096000,0.7036504386719422
1364774400,0.7089704216405938
1367366400,0.666058756389261
1370044800,0.6343008835839404
1372636800,0.6075055084696364
1375315200,0.5833733326596605
1377993600,0.5581517262038493
1380585600,0.531825681725441
1383264000,0.5118078049807694
1385856000,0.4922723804599368
1388534400,0.46667657697834597
1391212800,0.44170347847704283
1393632000,0.4252956163846606
1396310400,0.41032722505144187
1398902400,0.39427490613443245
1401580800,0.3737898357593567
1404172800,0.35471359408148834
1406851200,0.33943844283415797
1409529600,0.32202655493339327
1412121600,0.30434121328002783
1414800000,0.2914169533198577
1417392000,0.2804431127052376
1420070400,0.2670017069084875
1422748800,0.25797686560979366
1425168000,0.2490752092669316
1427846400,0.24305434308162374
1430438400,0.23352677262492877
1433116800,0.2275278601370003
1435708800,0.21940446723680504
1438387200,0.214296946076174
1441065600,0.20796753777051857
1443657600,0.20013543650268328
1446336000,0.1932298413642252
1448928000,0.19061623657329135
